i_sample,n_cores,step,method,execution_time
1,2,1,1,0.5944289990002289
1,2,1,2,0.342053467000369
1,2,1,3,0.3432373959803954
1,2,2,1,0.0005602900055237114
1,2,2,2,0.03685341100208461
1,2,2,3,0.04033041500952095
1,2,3,1,0.0315843119751662
1,2,3,2,0.22260401397943497
1,2,3,3,0.25290274200960994
1,4,1,1,0.47598908201325685
1,4,1,2,0.22057058801874518
1,4,1,3,0.17290509003214538
1,4,2,1,0.0007385869976133108
1,4,2,2,0.060266248998232186
1,4,2,3,0.06494612200185657
1,4,3,1,0.00018974702106788754
1,4,3,2,0.04160406196024269
1,4,3,3,0.0001749219954945147
1,8,1,1,0.48247555701527745
1,8,1,2,0.12141128000803292
1,8,1,3,0.3452821699902415
1,8,2,1,0.0004519619978964329
1,8,2,2,0.06212210201192647
1,8,2,3,0.07364793197484687
1,8,3,1,0.002462307980749756
1,8,3,2,0.3513884519925341
1,8,3,3,0.3279365000198595
1,12,1,1,0.42337790405144915
1,12,1,2,0.12997320597060025
1,12,1,3,0.12931515800300986
1,12,2,1,0.00045220396714285016
1,12,2,2,0.0811823810217902
1,12,2,3,0.08442751900292933
1,12,3,1,0.018440442974679172
1,12,3,2,0.46754664595937356
1,12,3,3,0.46584256703499705
1,16,1,1,0.7397021729848348
1,16,1,2,0.2481046330067329
1,16,1,3,0.250674374983646
1,16,2,1,0.0006725360290147364
1,16,2,2,0.10978763696039096
1,16,2,3,0.10413162602344528
1,16,3,1,0.30614940397208557
1,16,3,2,0.803396828006953
1,16,3,3,0.8347679990110919
1,20,1,1,0.5821958979940973
1,20,1,2,0.1855951130273752
1,20,1,3,0.20629756001289934
1,20,2,1,0.0007205590372905135
1,20,2,2,0.12529183097649366
1,20,2,3,0.1212284910143353
1,20,3,1,0.0010035390150733292
1,20,3,2,0.6825726759852841
1,20,3,3,0.6779525529709645
1,24,1,1,0.68971975997556
1,24,1,2,0.2953899599961005
1,24,1,3,0.2901690130238421
1,24,2,1,0.0006120809703134
1,24,2,2,0.13412965001771227
1,24,2,3,0.13555722899036482
1,24,3,1,0.03989258100045845
1,24,3,2,0.8348150289966725
1,24,3,3,0.8456496539874934
2,2,1,1,0.42191564600216225
2,2,1,2,0.2553890559938736
2,2,1,3,0.26163025404093787
2,2,2,1,0.00041667401092126966
2,2,2,2,0.13725190801778808
2,2,2,3,0.14674582402221859
2,2,3,1,0.11576738901203498
2,2,3,2,0.2276639409828931
2,2,3,3,0.2735474960063584
2,4,1,1,0.5007678210386075
2,4,1,2,0.16986846295185387
2,4,1,3,0.1687779930070974
2,4,2,1,0.0006178189651109278
2,4,2,2,0.04442060901783407
2,4,2,3,0.05602181202266365
2,4,3,1,0.0005008039879612625
2,4,3,2,0.24870642501628026
2,4,3,3,0.23541546100750566
2,8,1,1,0.5962354370276444
2,8,1,2,0.29893701703986153
2,8,1,3,0.24845570500474423
2,8,2,1,0.0007946009864099324
2,8,2,2,0.10408021201146767
2,8,2,3,0.07200187299167737
2,8,3,1,0.002499894006177783
2,8,3,2,0.34894582198467106
2,8,3,3,0.3658431189833209
2,12,1,1,0.4197752720210701
2,12,1,2,0.17397462599910796
2,12,1,3,0.1850771910394542
2,12,2,1,0.0003853480448015034
2,12,2,2,0.08238766202703118
2,12,2,3,0.08347325498471037
2,12,3,1,0.00011428399011492729
2,12,3,2,0.06885849201353267
2,12,3,3,9.216601029038429e-05
2,16,1,1,0.48282657202798873
2,16,1,2,0.21101295499829575
2,16,1,3,0.2140867940033786
2,16,2,1,0.00042821798706427217
2,16,2,2,0.10725055797956884
2,16,2,3,0.11184998095268384
2,16,3,1,0.03732215001946315
2,16,3,2,0.5998051480273716
2,16,3,3,0.6196734250406735
2,20,1,1,1.0479535860358737
2,20,1,2,0.31839461100753397
2,20,1,3,0.2900018870132044
2,20,2,1,0.0006723250262439251
2,20,2,2,0.14395336096640676
2,20,2,3,0.142374632996507
2,20,3,1,0.0013616579817607999
2,20,3,2,0.6745001350063831
2,20,3,3,0.6627023599576205
2,24,1,1,0.6595243039773777
2,24,1,2,0.1968550299643539
2,24,1,3,0.1974987190333195
2,24,2,1,0.0005210180534049869
2,24,2,2,0.13517614698503166
2,24,2,3,0.13311166100902483
2,24,3,1,0.014929598954040557
2,24,3,2,0.8395092060090974
2,24,3,3,0.8412079010158777
3,2,1,1,0.37321144400630146
3,2,1,2,0.2610046420013532
3,2,1,3,0.23000898899044842
3,2,2,1,0.0005963009898550808
3,2,2,2,0.03803278098348528
3,2,2,3,0.04068468802142888
3,2,3,1,0.000530546996742487
3,2,3,2,0.21615534700686112
3,2,3,3,0.21227815304882824
3,4,1,1,0.5810808509704657
3,4,1,2,0.19164002395700663
3,4,1,3,0.19742409500759095
3,4,2,1,0.0006806740420870483
3,4,2,2,0.058142176014371216
3,4,2,3,0.05948240699945018
3,4,3,1,0.0003250669687986374
3,4,3,2,0.2424153609899804
3,4,3,3,0.22474371804855764
3,8,1,1,0.4373810499673709
3,8,1,2,0.11400561698246747
3,8,1,3,0.11235696298535913
3,8,2,1,0.00048214098205789924
3,8,2,2,0.06580325897084549
3,8,2,3,0.12131738197058439
3,8,3,1,0.014785000996198505
3,8,3,2,0.4581980180228129
3,8,3,3,0.4542254059924744
3,12,1,1,0.7348046490224078
3,12,1,2,0.22846690501319245
3,12,1,3,0.22141975100385025
3,12,2,1,0.0005847460124641657
3,12,2,2,0.09527919703396037
3,12,2,3,0.08275904500624165
3,12,3,1,0.00037680298555642366
3,12,3,2,0.45858320099068806
3,12,3,3,0.4466384660336189
3,16,1,1,0.8450655000051484
3,16,1,2,0.27108969597611576
3,16,1,3,0.27336204203311354
3,16,2,1,0.0006161999772302806
3,16,2,2,0.11472932703327388
3,16,2,3,0.11227459402289242
3,16,3,1,0.3641105039860122
3,16,3,2,0.8592931960010901
3,16,3,3,0.8350193329970352
3,20,1,1,0.5776946019614115
3,20,1,2,0.240185727016069
3,20,1,3,0.24367683101445436
3,20,2,1,0.0005231249961070716
3,20,2,2,0.1216636230237782
3,20,2,3,0.11771539394976571
3,20,3,1,0.0009982010233215988
3,20,3,2,0.6952291690395214
3,20,3,3,0.6901458229986019
3,24,1,1,0.6781303649768233
3,24,1,2,0.24942463100887835
3,24,1,3,0.2559170339955017
3,24,2,1,0.0006246530101634562
3,24,2,2,0.15422089799540117
3,24,2,3,0.13681865396210924
3,24,3,1,0.0058650210266932845
3,24,3,2,0.8267760449671187
3,24,3,3,0.8131750880274922
4,2,1,1,0.6778280400321819
4,2,1,2,0.44047076301649213
4,2,1,3,0.412949996010866
4,2,2,1,0.0008200600277632475
4,2,2,2,0.040838409040588886
4,2,2,3,0.042879029002506286
4,2,3,1,1.4507092459825799
4,2,3,2,3.6668961569666862
4,2,3,3,3.309131557994988
4,4,1,1,0.6333029419765808
4,4,1,2,0.19591256696730852
4,4,1,3,0.20425223099300638
4,4,2,1,0.0005348179838620126
4,4,2,2,0.04868639196502045
4,4,2,3,0.048109366034623235
4,4,3,1,0.019561080960556865
4,4,3,2,0.2973960459930822
4,4,3,3,0.30930071196053177
4,8,1,1,0.5230566199752502
4,8,1,2,0.1997135059791617
4,8,1,3,0.20169531198916957
4,8,2,1,0.0004716899711638689
4,8,2,2,0.08393172302749008
4,8,2,3,0.08854785194853321
4,8,3,1,0.00033167703077197075
4,8,3,2,0.3756111940019764
4,8,3,3,0.3435365500045009
4,12,1,1,0.9047619639895856
4,12,1,2,0.28778776101535186
4,12,1,3,0.448655329993926
4,12,2,1,0.0008090920164249837
4,12,2,2,0.10686732298927382
4,12,2,3,0.11097269301535562
4,12,3,1,0.19777301303111017
4,12,3,2,0.6457375320023857
4,12,3,3,0.6638549320050515
4,16,1,1,0.8772744330344722
4,16,1,2,0.3491274020052515
4,16,1,3,0.3087094119982794
4,16,2,1,0.001022132986690849
4,16,2,2,0.11752675799652934
4,16,2,3,0.11111037200316787
4,16,3,1,1.8540903920074925
4,16,3,2,1.7353905019699596
4,16,3,3,1.8389519209740683
4,20,1,1,0.44893267494626343
4,20,1,2,0.24625234497943893
4,20,1,3,0.23286587902111933
4,20,2,1,0.0005911149783059955
4,20,2,2,0.13611124001909047
4,20,2,3,0.13309696997748688
4,20,3,1,0.043802700005471706
4,20,3,2,0.7870830910396762
4,20,3,3,0.7646083470317535
4,24,1,1,0.8892661960562691
4,24,1,2,0.24576585600152612
4,24,1,3,0.24279308499535546
4,24,2,1,0.0007355149718932807
4,24,2,2,0.13365461601642892
4,24,2,3,0.1402053659548983
4,24,3,1,24.744869521993678
4,24,3,2,11.19708921702113
4,24,3,3,12.257170207973104
5,2,1,1,0.6977126420242712
5,2,1,2,0.5218703170539811
5,2,1,3,0.42464887304231524
5,2,2,1,0.0006097920122556388
5,2,2,2,0.05284372705500573
5,2,2,3,0.04786633903859183
5,2,3,1,0.00954490399453789
5,2,3,2,0.265353366965428
5,2,3,3,0.26905082701705396
5,4,1,1,0.5663142100092955
5,4,1,2,0.24374692601850256
5,4,1,3,0.2156895559746772
5,4,2,1,0.0005519909900613129
5,4,2,2,0.07053962699137628
5,4,2,3,0.0669463059748523
5,4,3,1,0.00041911995504051447
5,4,3,2,0.34346073999768123
5,4,3,3,0.3686696070362814
5,8,1,1,0.5038698990247212
5,8,1,2,0.21433016599621624
5,8,1,3,0.2093120909994468
5,8,2,1,0.0006688100402243435
5,8,2,2,0.10447884601308033
5,8,2,3,0.08420403202762827
5,8,3,1,0.0002674139686860144
5,8,3,2,0.5532580820145085
5,8,3,3,0.52242508798372
5,12,1,1,0.7061038980027661
5,12,1,2,0.29520059702917933
5,12,1,3,0.4740927200182341
5,12,2,1,0.0006053779507055879
5,12,2,2,0.11877218500012532
5,12,2,3,0.12918469699798152
5,12,3,1,17.67008098901715
5,12,3,2,9.043782391003333
5,12,3,3,9.187465918017551
5,16,1,1,0.7120009450009093
5,16,1,2,0.31067864096257836
5,16,1,3,0.45341070799622685
5,16,2,1,0.0006300400127656758
5,16,2,2,0.1459599370136857
5,16,2,3,0.2305457090260461
5,16,3,1,1.0401489259675145
5,16,3,2,1.6330043739872053
5,16,3,3,1.4903184680151753
5,20,1,1,0.6180605260306038
5,20,1,2,0.30318476899992675
5,20,1,3,0.300524429010693
5,20,2,1,0.0006187090184539557
5,20,2,2,0.15158234699629247
5,20,2,3,0.14929135696729645
5,20,3,1,0.2506273799808696
5,20,3,2,1.026763258036226
5,20,3,3,1.0733688159962185
5,24,1,1,0.9105747500434518
5,24,1,2,0.3442468520370312
5,24,1,3,0.3338811250287108
5,24,2,1,0.0006045150221325457
5,24,2,2,0.16034944803686813
5,24,2,3,0.1607659559813328
5,24,3,1,0.43979477701941505
5,24,3,2,1.166257789998781
5,24,3,3,1.2308417540043592
